image_id,identity,path,date,orientation,species,split,dataset
6927,SeaTurtleID2022_t043,images/SeaTurtleID2022/database/turtles-data/data/images/t043/kCzWUDdfHe_948.JPG,2018-07-02,front,loggerhead turtle,database,SeaTurtleID2022
6928,SeaTurtleID2022_t043,images/SeaTurtleID2022/database/turtles-data/data/images/t043/neJyTTktDZ_949.JPG,2012-07-17,right,loggerhead turtle,database,SeaTurtleID2022
6929,SeaTurtleID2022_t043,images/SeaTurtleID2022/database/turtles-data/data/images/t043/pBQGTRwYlg_950.JPG,2016-07-02,top,loggerhead turtle,database,SeaTurtleID2022
6930,SeaTurtleID2022_t043,images/SeaTurtleID2022/database/turtles-data/data/images/t043/rFXLYiXNRK_951.JPG,2016-06-23,topleft,loggerhead turtle,database,SeaTurtleID2022
6931,SeaTurtleID2022_t043,images/SeaTurtleID2022/database/turtles-data/data/images/t043/vpLAjGjBCv_952.JPG,2016-07-02,right,loggerhead turtle,database,SeaTurtleID2022
6932,SeaTurtleID2022_t043,images/SeaTurtleID2022/database/turtles-data/data/images/t043/yLuBDvbvkx_953.JPG,2016-07-13,topleft,loggerhead turtle,database,SeaTurtleID2022
6933,SeaTurtleID2022_t044,images/SeaTurtleID2022/database/turtles-data/data/images/t044/QYWALlhjXn_954.JPG,2012-07-18,topright,loggerhead turtle,database,SeaTurtleID2022
6934,SeaTurtleID2022_t044,images/SeaTurtleID2022/database/turtles-data/data/images/t044/SjzpbFHSFy_955.JPG,2012-07-18,topleft,loggerhead turtle,database,SeaTurtleID2022
6935,SeaTurtleID2022_t044,images/SeaTurtleID2022/database/turtles-data/data/images/t044/noRVasxzEO_956.JPG,2012-07-18,,loggerhead turtle,database,SeaTurtleID2022
6936,SeaTurtleID2022_t045,images/SeaTurtleID2022/database/turtles-data/data/images/t045/FKbulpBoEj_957.JPG,2012-07-23,right,loggerhead turtle,database,SeaTurtleID2022
6937,SeaTurtleID2022_t045,images/SeaTurtleID2022/database/turtles-data/data/images/t045/UkHUAmphUp_958.JPG,2012-07-23,left,loggerhead turtle,database,SeaTurtleID2022
6938,SeaTurtleID2022_t045,images/SeaTurtleID2022/database/turtles-data/data/images/t045/WBqRtlIdJF_959.JPG,2012-07-23,topright,loggerhead turtle,database,SeaTurtleID2022
6939,SeaTurtleID2022_t045,images/SeaTurtleID2022/database/turtles-data/data/images/t045/WVcTeKIClE_960.JPG,2012-07-23,left,loggerhead turtle,database,SeaTurtleID2022
6940,SeaTurtleID2022_t045,images/SeaTurtleID2022/database/turtles-data/data/images/t045/pEIAGBIzYH_961.JPG,2012-07-23,right,loggerhead turtle,database,SeaTurtleID2022
6941,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/AnmwSUazHH_962.JPG,2012-07-23,topleft,loggerhead turtle,database,SeaTurtleID2022
6942,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/CMJAcUxFIB_963.JPG,2012-07-23,topright,loggerhead turtle,database,SeaTurtleID2022
6943,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/UJVOrddPYA_964.JPG,2012-07-23,left,loggerhead turtle,database,SeaTurtleID2022
6944,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/ZCpLbxprGL_965.JPG,2012-07-23,right,loggerhead turtle,database,SeaTurtleID2022
6945,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/ZGlgcMAxpi_966.JPG,2012-07-23,right,loggerhead turtle,database,SeaTurtleID2022
6946,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/aGuKZZYyxh_967.JPG,2012-07-23,topleft,loggerhead turtle,database,SeaTurtleID2022
6947,SeaTurtleID2022_t046,images/SeaTurtleID2022/database/turtles-data/data/images/t046/ucZJXHdsDY_968.JPG,2012-07-23,right,loggerhead turtle,database,SeaTurtleID2022
6948,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/AHzXGRWzlN_969.jpg,2015-07-26,right,loggerhead turtle,database,SeaTurtleID2022
6949,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/ASJDBfiBYc_970.JPG,2016-06-26,,loggerhead turtle,database,SeaTurtleID2022
6950,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/BEryEDJQAk_971.jpg,2015-07-26,top,loggerhead turtle,database,SeaTurtleID2022
6951,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/BJuxmBvSSE_972.JPG,2012-07-25,top,loggerhead turtle,database,SeaTurtleID2022
6952,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/BKSZniWdEy_973.JPG,2016-09-11,left,loggerhead turtle,database,SeaTurtleID2022
6953,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/BMvHuSLlYN_974.JPG,2016-10-02,left,loggerhead turtle,database,SeaTurtleID2022
6954,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/CFuVsVFzKf_975.JPG,2015-07-25,topright,loggerhead turtle,database,SeaTurtleID2022
6955,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/CtauHRrgot_976.JPG,2013-08-03,topright,loggerhead turtle,database,SeaTurtleID2022
6956,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/FCTlpBFSfj_977.jpg,2015-07-21,left,loggerhead turtle,database,SeaTurtleID2022
6957,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/FNDamgHFpm_978.JPG,2016-10-02,right,loggerhead turtle,database,SeaTurtleID2022
6958,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/GGFuewkPMQ_979.JPG,2013-08-03,topright,loggerhead turtle,database,SeaTurtleID2022
6959,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/GOdOXanXoP_980.JPG,2016-10-01,topright,loggerhead turtle,database,SeaTurtleID2022
6960,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/GpPqxHEOVF_981.JPG,2013-08-03,topright,loggerhead turtle,database,SeaTurtleID2022
6961,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/HWWiNnnYRl_982.JPG,2017-06-13,left,loggerhead turtle,database,SeaTurtleID2022
6962,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/HycLOuBCqn_983.jpg,2014-08-04,topright,loggerhead turtle,database,SeaTurtleID2022
6963,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/IBogSabGGD_984.JPG,2017-06-09,right,loggerhead turtle,database,SeaTurtleID2022
6964,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/IYNvLUBxGx_985.jpg,2014-08-04,left,loggerhead turtle,database,SeaTurtleID2022
6965,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/JKimzJfOKn_986.JPG,2015-05-05,left,loggerhead turtle,database,SeaTurtleID2022
6966,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/JQhIxffpuv_987.JPG,2016-10-01,right,loggerhead turtle,database,SeaTurtleID2022
6967,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/JWJpbdSucQ_988.JPG,2016-09-11,top,loggerhead turtle,database,SeaTurtleID2022
6968,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/KJIJNvYcoe_989.JPG,2016-09-12,top,loggerhead turtle,database,SeaTurtleID2022
6969,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/KvSnygwpaX_990.JPG,2012-07-25,top,loggerhead turtle,database,SeaTurtleID2022
6970,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/LdeSHqHpbL_991.JPG,2017-06-09,top,loggerhead turtle,database,SeaTurtleID2022
6971,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/LkLBgQkGVt_992.JPG,2015-08-10,left,loggerhead turtle,database,SeaTurtleID2022
6972,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/NmFwsNvcUr_993.JPG,2012-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
6973,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/NotfSUpmHj_994.jpg,2015-07-21,topright,loggerhead turtle,database,SeaTurtleID2022
6974,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/NpwMflcTHg_995.JPG,2015-08-10,right,loggerhead turtle,database,SeaTurtleID2022
6975,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/OAqhURAJjD_996.JPG,2015-05-05,topright,loggerhead turtle,database,SeaTurtleID2022
6976,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/OfJbuTQHQu_997.JPG,2015-07-21,left,loggerhead turtle,database,SeaTurtleID2022
6977,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/OhxWPTmjwf_998.JPG,2016-06-26,top,loggerhead turtle,database,SeaTurtleID2022
6978,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/PUzUpHlSev_999.JPG,2016-09-12,topleft,loggerhead turtle,database,SeaTurtleID2022
6979,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/PvqFaiRzDB_1000.JPG,2016-06-26,topleft,loggerhead turtle,database,SeaTurtleID2022
6980,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/QMCfjJFEdN_1001.JPG,2016-08-16,topleft,loggerhead turtle,database,SeaTurtleID2022
6981,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/QjALZlEmvj_1002.JPG,2016-09-12,left,loggerhead turtle,database,SeaTurtleID2022
6982,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/QnQwwNIpWD_1003.JPG,2016-08-16,top,loggerhead turtle,database,SeaTurtleID2022
6983,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/QwXmuiQYjD_1004.JPG,2015-08-08,front,loggerhead turtle,database,SeaTurtleID2022
6984,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/RUzEhDsttB_1005.JPG,2016-08-16,top,loggerhead turtle,database,SeaTurtleID2022
6985,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/RlptkjRsfr_1006.jpg,2014-08-04,right,loggerhead turtle,database,SeaTurtleID2022
6986,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/TEqNnxdjrh_1007.JPG,2017-06-16,left,loggerhead turtle,database,SeaTurtleID2022
6987,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/TEuZJwCNfH_1008.JPG,2014-08-04,topleft,loggerhead turtle,database,SeaTurtleID2022
6988,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/TnZfjuLrGY_1009.JPG,2017-06-09,topleft,loggerhead turtle,database,SeaTurtleID2022
6989,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/TnbElSmZQG_1010.jpg,2015-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
6990,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/TveWtLlWAA_1011.JPG,2016-09-10,right,loggerhead turtle,database,SeaTurtleID2022
6991,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/URjLXHQaDz_1012.JPG,2017-06-16,left,loggerhead turtle,database,SeaTurtleID2022
6992,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/UvRPLGIEBP_1013.JPG,2012-07-25,topright,loggerhead turtle,database,SeaTurtleID2022
6993,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/VeXXvksIMh_1014.JPG,2016-10-02,topright,loggerhead turtle,database,SeaTurtleID2022
6994,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/WGayocKSJu_1015.jpg,2015-07-21,topright,loggerhead turtle,database,SeaTurtleID2022
6995,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/XCNHvIPGJQ_1016.JPG,2017-06-13,left,loggerhead turtle,database,SeaTurtleID2022
6996,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/XFXJhMutci_1017.JPG,2015-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
6997,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/XSpbkIMiRm_1018.jpg,2015-05-05,topright,loggerhead turtle,database,SeaTurtleID2022
6998,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/XThIyWbMoh_1019.JPG,2017-06-13,right,loggerhead turtle,database,SeaTurtleID2022
6999,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/XspvGaOxhD_1020.jpg,2015-07-21,topright,loggerhead turtle,database,SeaTurtleID2022
7000,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/XzqhpnBWDV_1021.jpg,2015-07-26,topright,loggerhead turtle,database,SeaTurtleID2022
7001,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/YNAtYHoreo_1022.JPG,2017-06-13,topright,loggerhead turtle,database,SeaTurtleID2022
7002,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/YPKqQBSjqa_1023.JPG,2013-08-03,topright,loggerhead turtle,database,SeaTurtleID2022
7003,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/YlLmFlCgdW_1024.JPG,2017-06-09,topright,loggerhead turtle,database,SeaTurtleID2022
7004,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/YzNxqCaqHs_1025.jpg,2015-05-05,topright,loggerhead turtle,database,SeaTurtleID2022
7005,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/ZDHLTeMACk_1026.JPG,2016-09-10,right,loggerhead turtle,database,SeaTurtleID2022
7006,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/ZRMCGlFizy_1027.JPG,2017-06-13,left,loggerhead turtle,database,SeaTurtleID2022
7007,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/aNhmbWsaSZ_1028.jpg,2015-07-26,left,loggerhead turtle,database,SeaTurtleID2022
7008,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/beUGceuhek_1029.JPG,2016-10-01,topright,loggerhead turtle,database,SeaTurtleID2022
7009,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/cKooapbuuh_1030.JPG,2016-10-01,left,loggerhead turtle,database,SeaTurtleID2022
7010,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/cMFAwnBoCL_1031.JPG,2016-09-11,left,loggerhead turtle,database,SeaTurtleID2022
7011,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/dnRsnSmiMo_1032.JPG,2015-07-26,right,loggerhead turtle,database,SeaTurtleID2022
7012,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/dowjNKdHPz_1033.JPG,2016-08-16,topleft,loggerhead turtle,database,SeaTurtleID2022
7013,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/drvUNyOsQa_1034.JPG,2016-10-01,topleft,loggerhead turtle,database,SeaTurtleID2022
7014,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/eEOijawoxb_1035.JPG,2016-06-26,left,loggerhead turtle,database,SeaTurtleID2022
7015,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/fKHniZssjc_1036.JPG,2017-06-09,top,loggerhead turtle,database,SeaTurtleID2022
7016,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/fbsHjZZkXy_1037.JPG,2015-08-10,top,loggerhead turtle,database,SeaTurtleID2022
7017,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/foutjTHQCN_1038.JPG,2013-08-03,right,loggerhead turtle,database,SeaTurtleID2022
7018,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/gOiSYbTyXG_1039.JPG,2015-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
7019,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/gWJqWOuXHd_1040.JPG,2015-07-21,topleft,loggerhead turtle,database,SeaTurtleID2022
7020,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/gbAcaknfIL_1041.JPG,2015-07-26,down,loggerhead turtle,database,SeaTurtleID2022
7021,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/hbelkEljve_1042.jpg,2015-07-21,left,loggerhead turtle,database,SeaTurtleID2022
7022,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/hkvXtkRfDm_1043.jpg,2015-07-21,left,loggerhead turtle,database,SeaTurtleID2022
7023,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/hyuQUipqbC_1044.JPG,2016-09-10,topright,loggerhead turtle,database,SeaTurtleID2022
7024,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/hzQgvtzVGz_1045.JPG,2015-08-08,left,loggerhead turtle,database,SeaTurtleID2022
7025,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/ipGWbzpTuk_1046.JPG,2012-07-25,topright,loggerhead turtle,database,SeaTurtleID2022
7026,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/jSmmKNGooB_1047.JPG,2017-06-09,left,loggerhead turtle,database,SeaTurtleID2022
7027,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/joOJMFOVLD_1048.JPG,2017-06-13,top,loggerhead turtle,database,SeaTurtleID2022
7028,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/jzAuTdIDMx_1049.JPG,2016-10-01,top,loggerhead turtle,database,SeaTurtleID2022
7029,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/lQCDrndQJr_1050.JPG,2016-08-16,top,loggerhead turtle,database,SeaTurtleID2022
7030,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/lvIyKCDzIV_1051.JPG,2015-08-10,topright,loggerhead turtle,database,SeaTurtleID2022
7031,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/mNLJQzGENB_1052.JPG,2012-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
7032,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/mZuhSpBekg_1053.JPG,2015-08-08,top,loggerhead turtle,database,SeaTurtleID2022
7033,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/mzQXwjqsWm_1054.jpg,2015-07-26,topleft,loggerhead turtle,database,SeaTurtleID2022
7034,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/nYpnIiToNz_1055.JPG,2016-10-01,right,loggerhead turtle,database,SeaTurtleID2022
7035,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/nefmiNSceF_1056.JPG,2016-10-01,left,loggerhead turtle,database,SeaTurtleID2022
7036,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/nlpWKlHZrk_1057.JPG,2016-10-01,topright,loggerhead turtle,database,SeaTurtleID2022
7037,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/ptSSuGWyUr_1058.JPG,2015-07-26,topright,loggerhead turtle,database,SeaTurtleID2022
7038,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/qgGoTOLmLY_1059.JPG,2015-07-26,right,loggerhead turtle,database,SeaTurtleID2022
7039,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/rRrFxJEsCo_1060.JPG,2016-10-02,top,loggerhead turtle,database,SeaTurtleID2022
7040,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/rSdFyOPxie_1061.JPG,2017-06-13,topleft,loggerhead turtle,database,SeaTurtleID2022
7041,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/roYdcrqJOg_1062.JPG,2015-08-08,left,loggerhead turtle,database,SeaTurtleID2022
7042,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/rrerfuAMUO_1063.jpg,2015-07-26,left,loggerhead turtle,database,SeaTurtleID2022
7043,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/sCPqtIYvrO_1064.JPG,2017-06-09,left,loggerhead turtle,database,SeaTurtleID2022
7044,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/sMvFLtXVPq_1065.JPG,2015-08-10,topleft,loggerhead turtle,database,SeaTurtleID2022
7045,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/snoVBVdFkS_1066.JPG,2016-09-12,left,loggerhead turtle,database,SeaTurtleID2022
7046,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/soIgDSwkoc_1067.JPG,2016-09-12,right,loggerhead turtle,database,SeaTurtleID2022
7047,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/suAvwfJzBk_1068.JPG,2017-06-16,right,loggerhead turtle,database,SeaTurtleID2022
7048,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/swwjvjMrSb_1069.JPG,2016-10-02,topright,loggerhead turtle,database,SeaTurtleID2022
7049,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/tBhbyTfTxc_1070.JPG,2016-10-01,left,loggerhead turtle,database,SeaTurtleID2022
7050,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/tfECnGXhqX_1071.JPG,2017-06-09,right,loggerhead turtle,database,SeaTurtleID2022
7051,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/uGsDuCXNHt_1072.JPG,2013-08-03,topright,loggerhead turtle,database,SeaTurtleID2022
7052,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/vEcpNUvDqm_1073.jpg,2015-07-26,topleft,loggerhead turtle,database,SeaTurtleID2022
7053,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/vhpGSEQkdC_1074.JPG,2015-08-10,top,loggerhead turtle,database,SeaTurtleID2022
7054,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/vyloIJVmHH_1075.JPG,2017-06-09,right,loggerhead turtle,database,SeaTurtleID2022
7055,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/wRAZXRFYgM_1076.JPG,2015-07-26,left,loggerhead turtle,database,SeaTurtleID2022
7056,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/xYxrduCUst_1077.JPG,2016-06-26,topright,loggerhead turtle,database,SeaTurtleID2022
7057,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/xmEpBuWrIY_1078.JPG,2015-07-26,topright,loggerhead turtle,database,SeaTurtleID2022
7058,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/xqeOseIkin_1079.JPG,2016-09-12,topright,loggerhead turtle,database,SeaTurtleID2022
7059,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/yMGQeVwovA_1080.JPG,2016-09-10,topright,loggerhead turtle,database,SeaTurtleID2022
7060,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/ySTlXbCkkr_1081.JPG,2017-06-09,left,loggerhead turtle,database,SeaTurtleID2022
7061,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/zHjBqdXizK_1082.JPG,2016-06-26,topleft,loggerhead turtle,database,SeaTurtleID2022
7062,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/zTzQdAtPmq_1083.JPG,2016-09-11,right,loggerhead turtle,database,SeaTurtleID2022
7063,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/zewQAGjePe_1084.JPG,2016-09-10,topright,loggerhead turtle,database,SeaTurtleID2022
7064,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/zxdQOvQIvQ_1085.JPG,2017-06-09,,loggerhead turtle,database,SeaTurtleID2022
7065,SeaTurtleID2022_t048,images/SeaTurtleID2022/database/turtles-data/data/images/t048/zzahdDYCMv_1086.jpg,2015-07-26,topright,loggerhead turtle,database,SeaTurtleID2022
7066,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/FidCuREizj_1087.JPG,2012-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
7067,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/GpgiKqocAz_1088.JPG,2012-07-25,right,loggerhead turtle,database,SeaTurtleID2022
7068,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/IwxBonEuhK_1089.JPG,2012-07-25,topright,loggerhead turtle,database,SeaTurtleID2022
7069,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/JVorPCdIDK_1090.JPG,2012-07-25,left,loggerhead turtle,database,SeaTurtleID2022
7070,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/KmbWjYqwOe_1091.JPG,2012-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
7071,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/QFTRDKXTZZ_1092.JPG,2012-07-25,right,loggerhead turtle,database,SeaTurtleID2022
7072,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/UvFuXiHrCi_1093.JPG,2012-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
7073,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/lVIRMQeadR_1094.JPG,2012-07-25,,loggerhead turtle,database,SeaTurtleID2022
7074,SeaTurtleID2022_t049,images/SeaTurtleID2022/database/turtles-data/data/images/t049/ngfZWMwgkC_1095.JPG,2012-07-25,topleft,loggerhead turtle,database,SeaTurtleID2022
7075,SeaTurtleID2022_t050,images/SeaTurtleID2022/database/turtles-data/data/images/t050/COWJZwUlCa_1096.JPG,2012-08-03,right,loggerhead turtle,database,SeaTurtleID2022
